genome_id	locus_tag	location	start	end	nearest_kps_tag	nearest_kps_loc	nearest_kps_dist	ipr_description	db_hit_description
GCF_000176615.2_ASM17661v2_genomic	K114_8	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K114_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K114_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K114_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K115_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K129_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K133_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K134_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K138_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K142_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K144_10	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K145_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	-
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	NAD(P)-binding domain superfamily	NAD(P)-binding Rossmann-fold domains
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-glucose 6-dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose 6-dehydrogenase, bacterial type	UDPglc_DH_bac
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	UDPG_MGDP_dh_C_a_2_a
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
GCF_000176615.2_ASM17661v2_genomic	K146_8	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K147_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	UDPglc_GDPman_dh
GCF_000176615.2_ASM17661v2_genomic	K147_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase	nucleotide sugar dehydrogenase
GCF_000176615.2_ASM17661v2_genomic	K147_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
GCF_000176615.2_ASM17661v2_genomic	K147_9	653259..654425	653259	654425	KpsM	381438..382214	271044	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	UDP-glucose/GDP-mannose dehydrogenase family, central domain
GCF_000176615.2_ASM17661v2_genomic	K147_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	6-phosphogluconate dehydrogenase C-terminal domain-like
GCF_000176615.2_ASM17661v2_genomic	K147_9	653259..654425	653259	654425	KpsM	381438..382214	271044	-	UDP-GLUCOSE 6-DEHYDROGENASE TUAD
GCF_000176615.2_ASM17661v2_genomic	K147_9	653259..654425	653259	654425	KpsM	381438..382214	271044	6-phosphogluconate dehydrogenase, domain 2	-
