Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7041232_MAG_00000062	-	O23	H15	O23:H15	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O23-1-wzx-origin;O23-2-wzy-origin;H15-1-fliC-origin;	100;100;100;	100;100;100;	ASCI21-1_SAMEA7041232_MAG_00000062-scaffold_4;ASCI21-1_SAMEA7041232_MAG_00000062-scaffold_4;ASCI21-1_SAMEA7041232_MAG_00000062-scaffold_1;	225802-227007;223938-224963;351172-352860;	1206;1026;1689;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7041252_MAG_00000119	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	ASCI21-1_SAMEA7041252_MAG_00000119-scaffold_23;ASCI21-1_SAMEA7041252_MAG_00000119-scaffold_23;ASCI21-1_SAMEA7041252_MAG_00000119-scaffold_1;	31700-32956;30357-31700;392027-393814;	1257;1344;1788;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7041275_MAG_00000056	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:1;	H9-9-fliC;	100;	100;	ASCI21-1_SAMEA7041275_MAG_00000056-scaffold_27;	3820-5832;	2013;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7041279_MAG_00000127	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:0.97;	H18-1-fliC-origin;	99.938;	97;	ASCI21-1_SAMEA7041279_MAG_00000127-scaffold_239;	4739-6354;	1616;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045021_MAG_00000046	-	O75	H38	O75:H38	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-1-wzx-origin;O75-2-wzy-origin;H38-5-fliC;	100;100;100;	100;100;100;	ASCI21-1_SAMEA7045021_MAG_00000046-scaffold_20;ASCI21-1_SAMEA7045021_MAG_00000046-scaffold_20;ASCI21-1_SAMEA7045021_MAG_00000046-scaffold_31;	26535-28067;32965-34038;42139-43481;	1533;1074;1343;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045026_MAG_00000067	-	O183	H18	O183:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O183-1-wzx-origin;O183-2-wzy-origin;H18-2-fliC;	100;100;100;	100;100;100;	ASCI21-1_SAMEA7045026_MAG_00000067-scaffold_1;ASCI21-1_SAMEA7045026_MAG_00000067-scaffold_1;ASCI21-1_SAMEA7045026_MAG_00000067-scaffold_14;	46798-48210;54421-55473;46843-48507;	1413;1053;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 16:O169/O183 as per A.Iguchi et.al (PMID: 25428893)
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045027_MAG_00000039	-	-	H31	-:H31	-	Based on 1 allele(s)	fliC:1;	H31-2-fliC-origin;	100;	100;	ASCI21-1_SAMEA7045027_MAG_00000039-scaffold_30;	17357-19024;	1668;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045033_MAG_00000061	-	-	H19	-:H19	-	Based on 1 allele(s)	fliC:0.93;	H19-1-fliC-origin;	99.765;	93;	ASCI21-1_SAMEA7045033_MAG_00000061-scaffold_161;	1-1705;	1705;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045036_MAG_00000036	-	O7	H4	O7:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O7-14-wzx;O7-39-wzy;H4-1-fliC-origin;	100;100;99.333;	100;100;100;	ASCI21-1_SAMEA7045036_MAG_00000036-scaffold_33;ASCI21-1_SAMEA7045036_MAG_00000036-scaffold_33;ASCI21-1_SAMEA7045036_MAG_00000036-scaffold_31;	15831-17262;11400-12126;32817-33866;	1432;727;1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045042_MAG_00000057	-	-	H2	-:H2	-	Based on 1 allele(s)	fliC:0.52;	H2-8-fliC;	100;	52;	ASCI21-1_SAMEA7045042_MAG_00000057-scaffold_132;	1-770;	770;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045044_MAG_00000008	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045045_MAG_00000077	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:1;	H18-1-fliC-origin;	100;	100;	ASCI21-1_SAMEA7045045_MAG_00000077-scaffold_163;	1771-3435;	1665;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045048_MAG_00000051	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	ASCI21-1_SAMEA7045048_MAG_00000051-scaffold_12;ASCI21-1_SAMEA7045048_MAG_00000051-scaffold_12;ASCI21-1_SAMEA7045048_MAG_00000051-scaffold_10;	63970-65196;67464-68468;7131-8888;	1227;1005;1758;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045053_MAG_00000050	-	-	H1	-:H1	-	Based on 1 allele(s)	fliC:1;	H1-1-fliC-origin;	99.666;	100;	ASCI21-1_SAMEA7045053_MAG_00000050-scaffold_2;	194700-196493;	1794;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045067_MAG_00000004	-	O105	H6	O105:H6	-	Based on 3 allele(s)	wzx:0.998;wzy:0.997;fliC:1;	O105-1-wzx-origin;O105-2-wzy-origin;H6-5-fliC;	99.79;99.708;100;	100;100;100;	ASCI21-1_SAMEA7045067_MAG_00000004-scaffold_8;ASCI21-1_SAMEA7045067_MAG_00000004-scaffold_8;ASCI21-1_SAMEA7045067_MAG_00000004-scaffold_5;	44049-45476;49385-50413;73004-74650;	1428;1029;1647;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045069_MAG_00000030	-	O17	H45	O17:H45	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O17-3-wzx;O17-4-wzy;H45-9-fliC;	100;99.925;100;	100;100;100;	ASCI21-1_SAMEA7045069_MAG_00000030-scaffold_6;ASCI21-1_SAMEA7045069_MAG_00000030-scaffold_6;ASCI21-1_SAMEA7045069_MAG_00000030-scaffold_6;	1889-3124;516-1847;102746-104452;	1236;1332;1707;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045075_MAG_00000032	-	-	H45	-:H45	-	Based on 1 allele(s)	fliC:1;	H45-9-fliC;	100;	100;	ASCI21-1_SAMEA7045075_MAG_00000032-scaffold_12;	53158-54864;	1707;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045078_MAG_00000017	-	-	H14	-:H14	-	Based on 1 allele(s)	fliC:0.75;	H14-3-fliC;	100;	75;	ASCI21-1_SAMEA7045078_MAG_00000017-scaffold_274;	3431-4670;	1240;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045085_MAG_00000027	-	-	H45	-:H45	-	Based on 1 allele(s)	fliC:0.99;	H45-6-fliC;	99.238;	100;	ASCI21-1_SAMEA7045085_MAG_00000027-scaffold_27;	39905-41611;	1707;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045101_MAG_00000050	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045116_MAG_00000063	-	-	H45	-:H45	-	Based on 1 allele(s)	fliC:1;	H45-3-fliC;	100;	100;	ASCI21-1_SAMEA7045116_MAG_00000063-scaffold_146;	8934-10640;	1707;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045121_MAG_00000068	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-3-fliC-origin;	100;	100;	ASCI21-1_SAMEA7045121_MAG_00000068-scaffold_184;	250-2007;	1758;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045123_MAG_00000046	-	O13/O135	H4	O13/O135:H4	-	Based on 3 allele(s)	wzx:0.998;wzy:0.999;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H4-2-fliC-origin;	99.841;99.913;100;	100;100;100;	ASCI21-1_SAMEA7045123_MAG_00000046-scaffold_39;ASCI21-1_SAMEA7045123_MAG_00000046-scaffold_39;ASCI21-1_SAMEA7045123_MAG_00000046-scaffold_60;	1318-2574;4413-5561;3812-4861;	1257;1149;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045125_MAG_00000078	-	-	H1	-:H1	-	Based on 1 allele(s)	fliC:1;	H1-1-fliC-origin;	100;	100;	ASCI21-1_SAMEA7045125_MAG_00000078-scaffold_267;	2196-3983;	1788;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045126_MAG_00000053	-	-	H1	-:H1	-	Based on 1 allele(s)	fliC:1;	H1-1-fliC-origin;	100;	100;	ASCI21-1_SAMEA7045126_MAG_00000053-scaffold_10;	7451-9238;	1788;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045130_MAG_00000065	-	O148	H30	O148:H30	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O148-5-wzx;O148-2-wzy-origin;H30-1-fliC-origin;	100;99.913;100;	100;100;100;	ASCI21-1_SAMEA7045130_MAG_00000065-scaffold_5;ASCI21-1_SAMEA7045130_MAG_00000065-scaffold_5;ASCI21-1_SAMEA7045130_MAG_00000065-scaffold_1;	190218-191408;191405-192547;40281-41993;	1191;1143;1713;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045140_MAG_00000076	-	O110	H28	O110:H28	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O110-1-wzx-origin;O110-2-wzy-origin;H28-2-fliC-origin;	100;100;99.943;	100;100;100;	ASCI21-1_SAMEA7045140_MAG_00000076-scaffold_2;ASCI21-1_SAMEA7045140_MAG_00000076-scaffold_2;ASCI21-1_SAMEA7045140_MAG_00000076-scaffold_16;	416031-417281;418406-419611;122218-123957;	1251;1206;1740;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045142_MAG_00000063	-	-	H34	-:H34	-	Based on 1 allele(s)	fliC:0.66;	H34-5-fliC;	98.457;	67;	ASCI21-1_SAMEA7045142_MAG_00000063-scaffold_59;	20454-21555;	1102;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045162_MAG_00000014	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzx:1;fliC:1;	O75-6-wzx;H5-6-fliC;	100;100;	100;100;	ASCI21-1_SAMEA7045162_MAG_00000014-scaffold_46;ASCI21-1_SAMEA7045162_MAG_00000014-scaffold_58;	27343-28875;2035-3344;	1533;1310;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045170_MAG_00000061	-	O63	H10	O63:H10	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O63-2-wzx-origin;O63-4-wzy-origin;H10-4-fliC;	100;99.924;100;	100;100;100;	ASCI21-1_SAMEA7045170_MAG_00000061-scaffold_11;ASCI21-1_SAMEA7045170_MAG_00000061-scaffold_11;ASCI21-1_SAMEA7045170_MAG_00000061-scaffold_9;	59415-60677;62173-63483;37271-38532;	1263;1311;1262;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045183_MAG_00000078	-	O16	H9	O16:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H9-1-fliC-origin;	100;100;100;	100;100;100;	ASCI21-1_SAMEA7045183_MAG_00000078-scaffold_51;ASCI21-1_SAMEA7045183_MAG_00000078-scaffold_51;ASCI21-1_SAMEA7045183_MAG_00000078-scaffold_7;	29753-31000;27476-28642;121559-123571;	1248;1167;2013;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ASCI21-1_SAMEA7045192_MAG_00000075	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
